Case Numbers,Total Records by Case,Project Name,Net Units,Block Lot,Min Filed,Max Action,Allowed Height,Plan Area,Case Decision Date,Case Decision,Q4 Report Status,Last Planning Suffix,Last Planning Action,Days,EP Complete,EP Interim,EP Open,Cat Ex 32,CPE,Neg Dec,EIR,E,C,V,X,D,A,R,Total,Diff,Multiple,Cancelled Planning,Cancelled BP,In Current Planning,BP Reinstated,BP Issued,Occupancy Permit,Planning Approved,Case # in Q4 Report,Blocklot in Q4 Report,In Q4 Report,Possibly Missing Data,Final Status,Case Year,Filing Year,Action Year,Should Be,Reason,Project Size Class
2009.1020,3,2239 taraval street,2,2393042,10/29/2009,10/13/2011,50,0,,Withdrawn,0,C,Withdrawn,714,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2009,2009,2011,,,Small
2009.1029,2,1268 lombard street,4,0500015,11/3/2009,5/3/2011,40,0,2/17/2011,Approved,0,C,Approved,546,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2011,,,Small
2009.1050,3,1601 - 1635 ocean av,29,6935001,11/5/2009,,45,1,,,0,V,No Action/Open,-1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,Open,2009,2009,,,,Medium
2009.1064,2,1345 turk st,32,0756001,11/12/2009,1/14/2010,50,0,1/14/2010,Approved,0,C,Approved,63,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Medium
2009.1074,3,1433 bush st,26,0670024,11/17/2009,1/27/2011,130,0,7/7/2010,,PL Filed,E,EP Complete,436,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2011,,,Medium
2009.1082,2,194 - 194a sweeny street,1,5858024,11/19/2009,9/26/2013,40,0,9/26/2013,Approved,BP Filed,C,Approved,1407,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2013,Approved,"Only Variance cancelled, CU granted",Small
2009.1083,1,1766 oakdale av,1,5312018,11/19/2009,4/16/2010,40,0,4/16/2010,Approved,PL Approved,V,Approved,148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.1094,1,2645 balboa st,1,1617032B,11/30/2009,9/27/2010,40,0,,CEQA,PL Filed,E,EP Interim,301,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2010,,,Small
2009.1095,3,80 julian av,8,3547027,11/30/2009,8/5/2010,45,1,8/5/2010,Approved,BP ISSUED,C,Approved,248,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.0757,2,500 capp st,1,3610032,8/14/2009,3/25/2010,55,1,,CEQA,PL Filed,E,EP Complete,223,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.1117,2,1100 ocean avenue,71,3180001,12/8/2009,7/22/2010,65,1,7/12/2010,CEQA,PL Approved,C,Approved,226,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Large
2009.1124,4,136 ord street,1,2657004,11/20/2009,7/23/2010,40,0,7/8/2010,Approved,0,V,Approved,245,0,0,1,0,0,0,0,1,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.1135,1,729 congo st,1,6706060,12/9/2009,1/7/2010,0,0,,CEQA,0,E,EP Complete,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.1165,4,251 arkansas street,2,4004024,12/23/2009,2/18/2010,40,1,9/6/2013,Approved,CONSTRUCTION,D,Approved,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.1170,5,37 - 39 lloyd street (aka 35 lloyd,2,1260035,12/28/2009,2/16/2011,40,0,2/16/2011,Approved,CONSTRUCTION,V,Approved,415,1,0,0,0,0,0,0,1,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2011,,,Small
2009.1177,3,2353 lombard st,21,0512025,12/29/2009,4/14/2014,40,0,,,BP Filed,C,Approved,1567,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2014,,,Medium
2010.0001,3,45 grattan st,1,1280028,1/5/2010,2/17/2011,40,0,2/17/2011,Disapproved,0,D,Denied,408,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2011,,,Small
2010.0003,2,519 ellis st/430 eddy,46,0334008,1/6/2010,3/24/2011,80,0,3/24/2011,Disapproved,0,V,Denied,442,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2011,,,Medium
2010.0009,2,940 grove st,3,0798010,1/11/2010,12/7/2011,40,0,1/3/2012,Approved,BP APPROVED,A,Approved,695,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0043,2,490 south van ness av,81,3553008,1/21/2010,1/6/2014,68,1,,,BP Filed,E,EP Interim,1446,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2014,,,Large
2010.0045,1,300 randolph street,8,7088056,1/21/2010,9/30/2010,40,0,9/30/2010,Approved,0,C,Approved,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0067,1,322 duncan st,1,6592016,2/2/2010,3/30/2010,40,0,12/2/2011,Approved,0,E,EP Complete,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0078,1,355 capp st,1,3590056,2/4/2010,5/17/2010,40,1,5/17/2010,Approved,BP Filed,V,Approved,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0091,2,590 35th av,1,1510025,2/11/2010,4/21/2011,40,0,,CEQA,0,E,EP Interim,434,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0094,2,740 illinois st and 2121 third st,70,4045002,2/12/2010,10/26/2011,68,1,,Approved,CONSTRUCTION,X,Approved,621,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Large
2010.0101,3,658-666 shotwell street,1,3611062,2/18/2010,12/20/2013,40,1,10/10/2013,Approved,PL Approved,V,Denied,1401,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2013,,,Small
2010.0518,2,500 capp st,1,3610032,7/1/2010,11/30/2010,55,1,10/28/2010,Approved,PL Filed,V,Approved,152,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2010,,,Small
2010.0114,1,1122 page st,1,1219008,2/23/2010,6/30/2010,40,0,6/30/2010,Approved,PL Approved,V,Approved,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0128,1,36 - 38 harriet st,23,3731101,2/26/2010,12/1/2010,45,1,,Approved,PL Approved,E,EP Complete,278,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Medium
2010.0145,1,140 jasper pl,2,0103032,3/4/2010,11/19/2011,40,0,,,PL Filed,E,Cancelled,625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2011,,,Small
2008.0663,1,520 28th av,2,#N/A,6/4/2008,8/15/2008,#N/A,#N/A,8/18/2008,Approved,BP ISSUED,E,EP Complete,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,Approved,2008,2008,2008,,,Small
2010.0212,1,718 tehama street,1,3729072,3/25/2010,1/9/2014,50,1,1/9/2014,Cancelled,0,V,Cancelled,1386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2014,,,Small
2010.0222,1,252 09th st,3,3518006,3/26/2010,5/20/2014,50,1,,,BP Filed,E,EP Interim,1516,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2014,,,Small
2010.0231,1,2207 25th st,1,4282A023,4/1/2010,10/13/2010,40,1,10/13/2010,Approved,CONSTRUCTION,V,Approved,195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0249,2,228 sweeny st,1,5859033,4/12/2010,4/26/2010,40,0,,CEQA,PL Approved,E,EP Interim,14,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,0,Approved,2010,2010,2010,,,Small
2010.0377,2,520 28th av,2,1517030,5/18/2010,2/2/2012,40,0,2/2/2012,Approved,BP ISSUED,D,Approved,625,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2012,,,Small
2010.0287,1,3350 taraval street,1,2372024A,4/22/2010,,40,0,,,BP Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2010,2010,,,,Small
2010.0305,1,sunnydale hope sf master plan,915,6310001,4/28/2010,12/19/2012,40,0,,,PL Filed,E,EP Interim,966,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2012,,,Large
2010.0318,2,988 - 990 guerrero street,1,3618071,5/3/2010,12/7/2010,40,0,12/7/2010,Approved,CONSTRUCTION,V,Approved,218,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0367,5,60 - 62 peralta street (sidewalk en,4,5512029,5/13/2010,12/12/2011,40,0,9/22/2011,Approved,CONSTRUCTION,R,Approved,578,1,0,0,0,0,0,0,1,0,1,0,2,0,1,5,0,0,0,0,0,0,0,0,1,2,1,1,0,Approved,2010,2010,2011,,,Small
2007.0179,3,536 40th av,1,1505027,2/16/2007,5/1/2008,40,0,5/1/2008,Approved,BP ISSUED,D,Approved,440,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2007,2007,2008,,,Small
2010.0384,1,2192 funston avenue,1,2205035,5/20/2010,6/10/2010,40,0,,CEQA,0,E,EP Complete,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0420,3,3151 scott st,24,0937001,6/3/2010,10/18/2011,40,0,10/18/2011,Approved,0,C,Approved,502,2,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Medium
2010.0444,1,1734 newcomb av,1,5305010,6/10/2010,3/8/2011,40,0,3/8/2011,Approved,BP Filed,V,Unclear,271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0457,1,441 linden st,2,0818049,6/15/2010,2/16/2011,40,1,,,BP ISSUED,E,EP Complete,246,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,Approved,2010,2010,2011,,,Small
2010.0474,1,1234 folsom st,8,3729013,6/28/2010,6/8/2012,50,1,,Withdrawn,BP Filed,E,Withdrawn,711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2012,,,Small
2010.0479,4,1456 chestnut street,2,0480003E,6/21/2010,9/23/2011,40,0,6/20/2012,Approved,PL Approved,D,Approved,459,1,1,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2008.0271,2,536 40th av,1,1505027,3/3/2008,5/29/2008,40,0,5/29/2008,Approved,BP ISSUED,D,Approved,87,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2008,,,Small
2010.0516,1,2695 sacramento st,1,0634016A,6/30/2010,11/29/2010,40,0,11/29/2010,Approved,PL Approved,V,Approved,152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2006.1248,4,55 09th st,260,3701063,9/27/2006,11/8/2008,200,0,,Approved,0,V,Approved,773,1,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2006,2006,2008,,,Large
2010.0576,1,424 & 432 octavia blvd (lots k & l),1,0817033,7/13/2010,8/4/2010,50,1,,CEQA,0,E,EP Complete,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0577,3,309 - 311 eureka street,2,2750035,7/8/2010,7/28/2011,40,0,7/28/2011,Approved,CONSTRUCTION,D,Approved,385,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2011,,,Small
2011.0089,3,55 09th st,260,3701066,1/19/2011,7/15/2011,120,0,7/15/2011,Approved,CONSTRUCTION,V,Approved,177,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,Approved,2011,2011,2011,,,Large
2010.0598,3,75 mars street,1,2653016,7/20/2010,7/14/2011,40,0,7/14/2011,Approved,BP Filed,V,Approved,359,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0603,1,2034 clement st,3,1412019,7/20/2010,9/30/2010,40,0,,CEQA,CONSTRUCTION,E,EP Complete,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0611,1,2724 san bruno av,1,6048002,7/22/2010,4/5/2011,40,0,,,BP Filed,E,EP Complete,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2011,,,Small
2010.0614,1,4960 mission street,3,6968002,7/22/2010,5/5/2011,40,0,5/5/2011,Approved,0,C,Approved,287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0621,1,314 randolph st,8,7088051,7/26/2010,8/23/2010,40,0,,CEQA,BP APPROVED,E,EP Complete,28,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0627,3,2895 san bruno avenue,10,5457037,7/29/2010,1/17/2013,40,0,1/17/2013,Approved,PL Approved,C,Approved,903,1,1,0,0,0,1,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2013,,,Medium
2010.0635,2,960 harrison st,4,3753021,8/2/2010,4/15/2011,65,1,4/15/2011,Withdrawn,0,D,Withdrawn,256,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2011,,,Small
2011.0221,3,551 22nd av,1,1565006A,3/7/2011,4/5/2012,40,0,4/5/2012,Approved,BP ISSUED,D,Approved,395,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2011,2011,2012,,,Small
2010.0642,2,580 diamond street,1,2772016,7/16/2010,8/5/2010,40,0,8/5/2010,Approved,0,D,Approved,20,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0698,1,173 marston st (aka 324 havelock st,1,3185023,8/17/2010,8/19/2010,40,0,,CEQA,PL Approved,E,EP Complete,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2010,,,Small
2010.0723,2,2851 filbert st,1,0948018,8/23/2010,9/2/2011,40,0,,,PL Filed,E,EP Complete,375,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0725,1,70 crestline dr,4,2845005,8/23/2010,5/24/2012,40,0,,Disapproved,BP ISSUED,E,EP Complete,640,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2010,2010,2012,Cancelled,E case that it was denied under is missing,Small
2010.0726,2,2051 3rd street,97,3994001B,4/20/2012,,68,1,,,0,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,Open,2010,2012,,,,Large
2010.0733,1,591 naples street,1,6090015A,8/25/2010,12/16/2010,40,0,,,0,E,EP Complete,113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2010,,,Small
2010.0786,1,1812 taylor st,1,0119025,9/8/2010,1/24/2011,40,0,1/24/2011,Approved,BP ISSUED,V,Approved,138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0787,2,1875 mission street,23,3548032,9/7/2010,5/9/2011,65,1,5/9/2011,Approved,CONSTRUCTION,V,Approved,244,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Medium
2010.0804,1,2949 pacific av,1,0976024,9/14/2010,2/16/2011,40,0,2/16/2011,Approved,0,V,Approved,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0832,1,2317 15th street,1,2613020,9/16/2010,2/22/2011,40,0,2/22/2011,Approved,BP Filed,V,Approved,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.0877,1,168 langton st,1,3755110,9/30/2010,5/9/2011,40,1,5/9/2011,Approved,0,V,Approved,221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0937,2,259 broad street,1,7114052,10/14/2010,1/31/2012,40,0,1/31/2012,Cancelled,BP ISSUED,V,Cancelled,474,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2010,2010,2012,,,Small
2010.0947,1,735 montgomery st,10,0195001,10/19/2010,4/28/2014,65,0,,,0,C,Approved,1287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2014,,,Medium
2010.0959,4,147 south park avenue,1,3775031,10/20/2010,1/29/2012,40,1,10/22/2013,Approved,CONSTRUCTION,C,Approved,466,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2012,,,Small
2010.0960,1,1246-1248 sanchez street,2,6548006,10/20/2010,2/23/2011,40,0,12/16/2011,Approved,0,E,EP Complete,126,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0962,1,2660 harrison st,3,3639004A,10/21/2010,3/7/2011,40,1,,CEQA,0,E,EP Complete,137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.0963,2,101 leland avenue,3,6250036,10/21/2010,4/29/2014,40,1,,Cancelled,BP Filed,C,Cancelled,1286,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,Open,2010,2010,2014,,,Small
2010.0971,1,691 post st,1,0305018,10/27/2010,10/30/2012,130,0,,Cancelled,0,V,Cancelled,734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2012,,,Small
2010.0994,1,226 cabrillo st,1,1641026,11/12/2010,1/31/2011,40,0,1/31/2011,Approved,0,D,Approved,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.1013,2,7327 geary bl,1,1507038,11/9/2010,12/15/2011,40,0,12/15/2011,Approved,0,D,Approved,401,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2011.1438,1,551 22nd av,1,#N/A,12/22/2011,4/5/2012,#N/A,#N/A,4/5/2012,Approved,BP ISSUED,D,Approved,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,Approved,2011,2011,2012,,,Small
2010.1044,1,43 lansing st,320,3749059,11/18/2010,4/14/2011,400,1,4/14/2011,Approved,CONSTRUCTION,X,Approved,147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2011,,,Large
2010.1070,3,580 valencia street,1,3568011,12/2/2010,4/10/2012,55,1,7/14/2011,Disapproved,0,C,Withdrawn,495,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2010,2010,2012,,,Small
2010.1074,1,234 09th st,1,3518004,12/2/2010,5/6/2011,50,1,5/6/2011,Approved,0,V,Approved,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2008.0795,2,574 natoma st,10,3726075,7/2/2008,3/27/2009,45,1,12/11/2008,CEQA,BP Filed,E,EP Complete,268,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2009,,,Medium
2010.1098,1,461 hoffman avenue,1,6503020,12/9/2010,3/15/2011,40,0,3/15/2011,Approved,CONSTRUCTION,V,Approved,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2011,,,Small
2010.1108,1,1354 funston av,1,1767031,12/13/2010,3/8/2011,40,0,,CEQA,0,E,EP Complete,85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2010.1138,1,1000 newhall st,1,5290051,12/16/2010,6/9/2011,40,0,6/9/2011,Approved,0,V,Approved,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2010,2010,2011,,,Small
2011.0042,1,118 broderick st,1,1237023,1/18/2011,5/12/2011,40,0,5/12/2011,Approved,PL Approved,V,Approved,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0053,4,25 elgin park street,1,3502111,1/20/2011,9/27/2013,40,1,9/27/2013,Approved,PL Approved,V,Approved,981,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2013,,,Small
2011.0077,3,137-139 faor oaks/ 136 ames st.,1,3632024,1/27/2011,12/21/2011,40,0,,CEQA,0,E,EP Complete,328,2,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2011,2011,2011,,,Small
2009.0337,1,574 natoma st,11,3726075,4/21/2009,6/18/2009,45,1,6/18/2009,Approved,BP Filed,D,Approved,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2009,2009,2009,,,Medium
2011.0094,1,1754 clay st,94,0619009,2/1/2011,10/20/2011,80,0,10/20/2011,Approved,PL Approved,C,Approved,261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Large
2011.0102,1,283 granada avenue,1,6941002,2/3/2011,8/10/2011,40,1,8/10/2011,Approved,0,V,Approved,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
2011.0108,1,45 lansing st addendum,320,3749059,2/4/2011,5/2/2011,400,1,,,CONSTRUCTION,E,EP Interim,87,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2011,2011,2011,,,Large
2011.0119,4,200-214 6th street,44,3731001,2/9/2011,8/1/2013,85,1,9/9/2013,Approved,BP Filed,E,EP Complete,904,2,0,0,0,0,0,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2013,,,Medium
2011.0164,1,722 diamond street,1,2830004,2/17/2011,8/10/2011,40,0,8/10/2011,Approved,0,V,Approved,174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
