Case Numbers,Total Records by Case,Project Name,Net Units,Block Lot,Min Filed,Max Action,Allowed Height,Plan Area,Case Decision Date,Case Decision,Q4 Report Status,Last Planning Suffix,Last Planning Action,Days,EP Complete,EP Interim,EP Open,Cat Ex 32,CPE,Neg Dec,EIR,E,C,V,X,D,A,R,Total,Diff,Multiple,Cancelled Planning,Cancelled BP,In Current Planning,BP Reinstated,BP Issued,Occupancy Permit,Planning Approved,Case # in Q4 Report,Blocklot in Q4 Report,In Q4 Report,Possibly Missing Data,Final Status,Case Year,Filing Year,Action Year,Should Be,Reason,Project Size Class
2012.0923,2,3820 24th street,4,3651017,7/19/2012,7/18/2013,40,0,9/14/2012,,BP Filed,V,Approved,364,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0978,6,896 de haro st,2,4095018,7/31/2012,10/25/2013,40,1,8/21/2012,Approved,BP Filed,E,EP Complete,451,3,3,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0980,4,946 rhode island,2,4094024,7/31/2012,10/2/2013,40,1,,,BP Filed,E,EP Complete,428,2,1,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,Cancelled,2012,2012,2013,,,Small
2012.1025,3,325 fremont street,119,3747012,10/23/2012,3/13/2014,250,1,3/21/2014,,PL Filed,E,EP Complete,506,2,0,0,0,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2012,2012,2014,,,Large
2012.1072,3,101-109 duboce avenue,2,3533001,8/17/2012,3/14/2013,50,1,3/14/2013,Approved,0,V,Approved,209,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2013,,,Small
2012.1096,1,176 - 178 states street,2,2620119,8/23/2012,9/5/2012,40,0,,,BP ISSUED,E,EP Complete,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.1098,1,190 - 192 museum way,2,2620120,8/23/2012,8/23/2012,40,0,,CEQA,0,E,EP Complete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2012,,,Small
2012.1127,1,534 texas st,1,4101004,8/30/2012,5/30/2013,40,1,,,BP Filed,E,EP Complete,273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.1131,3,851 corbett avenue,1,2778013,8/30/2012,6/6/2013,40,0,6/6/2013,Approved,BP Filed,D,Approved,280,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.1139,1,992 peralta avenue,50,5696036,6/20/2013,1/27/2014,40,0,10/29/2012,Cancelled,PL Filed,C,Cancelled,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,Cancelled,2012,2013,2014,,,Large
2012.1209,2,758 spruce st,1,1088022,9/21/2012,10/3/2012,40,0,,CEQA,CONSTRUCTION,E,EP Complete,12,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.1210,1,112 - 112a 12th ave,1,#N/A,9/21/2012,11/15/2012,#N/A,#N/A,,,0,E,EP Interim,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2012,2012,2012,,,Small
2012.1218,2,645 texas st (aka 1300 22nd street),94,4102026,3/15/2013,,40,1,,,BP Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,Open,2012,2013,,,,Large
2012.1312,1,685 florida street,4,4022022,11/25/2012,11/25/2012,68,1,11/27/2012,Approved,BP ISSUED,E,EP Complete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2011.0189,3,721 beach st,1,0025004D,2/24/2011,11/16/2012,40,0,,Approved,0,D,Approved,631,0,2,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2012,,,Small
2012.1333,2,923 folsom street,114,3753106,4/11/2013,,45,1,,,BP Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,Open,2012,2013,,,,Large
2012.1406,1,4616 3rd street,1,5306025,11/8/2012,6/14/2013,40,0,6/14/2013,Approved,BP APPROVED,V,Approved,218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.1417,3,2830 22nd street,1,4146019,11/15/2012,2/14/2014,40,1,2/14/2014,Approved,BP Filed,V,Approved,456,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2014,,,Small
2012.1445,3,824 hyde st,15,0280017,5/8/2013,,80,0,,,0,V,No Action/Open,-1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,Open,2012,2013,,,,Medium
2012.1451,1,149 29th st,2,6634026,11/27/2012,2/28/2013,40,0,,CEQA,BP ISSUED,E,EP Interim,93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2012,2012,2013,,,Small
2012.1454,1,5739 mission st,5,6473039,7/12/2013,11/13/2013,40,0,4/9/2013,Approved,PL Approved,E,EP Complete,124,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,Approved,2012,2013,2013,,,Small
2012.1497,1,253 sanchez street,1,3558029,12/7/2012,3/15/2013,40,1,3/15/2013,Approved,CONSTRUCTION,V,Approved,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.1523,3,151 liberty st,1,3607036A,12/12/2012,12/4/2013,40,0,,Approved,0,A,Approved,357,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Cancelled,2012,2012,2013,,,Small
2012.1553,3,1174 - 1178 folsom st,42,3730023,6/7/2013,,50,1,,,PL Filed,V,No Action/Open,-1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,1,1,Open,2012,2013,,,,Medium
2012.1572,3,3420 18th street,16,3576090,3/25/2013,10/16/2013,55,1,3/7/2013,,BP Filed,E,EP Complete,205,2,0,0,0,2,0,0,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,Open,2012,2013,2013,,,Medium
2013.0033,1,645 20th av,1,1624005B,1/9/2013,5/7/2013,40,0,,,BP Filed,E,EP Complete,118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.0066,2,520 9th street,9,3526005,8/21/2013,,40,1,3/20/2013,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.0113,3,35-41 lafayette street & 1043 - 104,4,3511066,1/31/2013,10/21/2013,40,1,10/21/2013,Approved,PL Approved,V,Approved,263,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2005.0937,2,736 valencia st,8,3588005,9/29/2005,4/19/2007,50,1,4/19/2007,Approved,0,D,Approved,567,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2005,2005,2007,,,Small
2013.0142,1,42 newman street,1,5715001,2/7/2013,3/7/2013,40,0,3/7/2013,Withdrawn,0,V,Withdrawn,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2013,2013,2013,,,Small
2013.0171,1,80-82 sycamore street,1,3576076,2/14/2013,8/8/2013,45,1,8/8/2013,Approved,BP Filed,V,Approved,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.0205,4,395 26th av,4,1407017,2/26/2013,6/18/2013,40,0,1/3/2014,Approved,BP Filed,E,EP Interim,112,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,1,1,0,Open,2013,2013,2013,,,Small
2013.0208,1,seawall lot 337/pier 48 (mission ro,1500,9900048,6/4/2013,,40,0,4/23/2013,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0220,2,815 - 825 tennessee street,88,4059001A,5/16/2013,,58,1,4/25/2013,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0227,2,2101 & 2155 webster street,77,0629016,6/25/2013,6/2/2014,160,0,5/1/2013,Approved,PL Approved,E,EP Complete,342,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,2014,,,Large
2013.0246,2,4103 - 4105 cesar chavez st,1,6581060,3/5/2013,5/20/2013,40,0,,,PL Filed,E,EP Complete,76,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2008.0274,1,736 valencia st,8,#N/A,3/3/2008,4/10/2008,#N/A,#N/A,4/10/2008,Approved,0,D,Approved,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2008,,,Small
2013.0274,2,4233 22nd st,1,2775044,3/13/2013,9/10/2013,40,0,,,0,E,EP Interim,181,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2013,2013,2013,,,Small
2013.0284,1,13 lucky street (1106 treat ave),1,6521052,3/14/2013,12/23/2013,0,1,12/23/2013,Approved,0,V,Approved,284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2013,2013,2013,,,Small
2013.0312,2,777 tennessee street,59,4044013,5/30/2013,1/14/2014,58,1,,,PL Filed,E,EP Interim,229,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,2014,,,Large
2013.0318,2,233-237 shipley st,22,3753095,7/10/2013,5/5/2014,45,1,,,PL Filed,E,EP Complete,299,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Medium
2013.0321,2,901 tennessee street,39,#N/A,9/12/2013,,#N/A,#N/A,,,PL Filed,A,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Medium
2005.0613,2,746 carolina st,2,#N/A,6/23/2005,8/16/2013,#N/A,#N/A,,Approved,0,E,EP Complete,2976,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2005,2005,2013,,,Small
2013.0344,1,456 27th street,1,#N/A,3/22/2013,,#N/A,#N/A,,,PL Filed,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Small
2013.0350,1,190 russ st,9,3731087,12/13/2012,,65,1,,,BP Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,Open,2013,2012,,,,Small
2013.0428,1,324 05th st,1,3753003,4/8/2013,4/11/2013,85,1,,,0,E,EP Complete,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2013,2013,2013,,,Small
2013.0431,3,750 14th st,10,3537025,6/28/2013,,40,1,,,0,V,No Action/Open,-1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,Open,2013,2013,,,,Medium
2013.0485,2,750 harrison st,77,3751029,9/17/2013,,85,1,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0486,1,750 27th street,1,6583010,4/19/2013,11/7/2013,40,0,11/7/2013,Approved,BP Filed,C,Approved,202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.0491,1,1335 larkin st,20,0645003,8/18/2013,,65,0,,,PL Filed,E,No Action/Open,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Medium
2013.0499,1,2255 taraval st,7,2393040,8/13/2013,2/7/2014,50,0,,,PL Filed,E,EP Complete,178,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.0511,2,1125 market st,164,3702047,11/15/2013,,120,0,,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0520,2,910 carolina st,1,4160003,4/25/2013,11/20/2013,40,1,,,PL Filed,E,EP Complete,209,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,2013,,,Small
2013.0531,2,2230 3rd street,37,4059001C,1/22/2014,,68,1,6/21/2013,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Medium
2013.0555,1,5000 mission st,2,6968008,5/3/2013,,40,0,,,BP Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.0568,2,3527 18th st,2,3588001C,5/6/2013,7/23/2013,55,1,,,PL Approved,E,EP Complete,78,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2013,2013,2013,,,Small
2013.0607,2,1880 golden gate ave,2,#N/A,5/14/2013,8/14/2013,#N/A,#N/A,,,0,E,EP Complete,92,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2013,2013,2013,,,Small
2013.0614,2,600 south van ness av,27,3575070,9/10/2013,,58,1,,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Medium
2013.0660,1,834 divisadero st,7,1180015,2/12/2014,5/5/2014,65,0,,,0,E,Withdrawn,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Cancelled,2013,2014,2014,,,Small
2013.0669,1,272 clara street,2,3753076,5/28/2013,,45,1,12/4/2013,Approved,PL Approved,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,Open,Still active EE,Small
2013.0677,1,2070 bryant st,177,#N/A,9/25/2013,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2013,2013,,,,Large
2013.0698,1,1301 - 16th street,276,#N/A,9/16/2013,,#N/A,#N/A,8/5/2013,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Large
2013.0725,1,2538 03rd st,1,4172006,6/5/2013,9/20/2013,45,1,,Approved,BP ISSUED,V,Approved,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.0739,1,748 treat avenue,2,3612055,6/6/2013,1/28/2014,40,1,1/28/2014,Approved,BP Filed,V,Approved,236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.0744,1,131 missouri street,9,#N/A,10/25/2013,,#N/A,#N/A,8/5/2013,,BP Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Small
2013.0761,4,3904 - 3906 24th st,1,3654040,6/10/2013,4/22/2014,40,0,,,0,E,EP Complete,316,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,Open,2013,2013,2014,,,Small
2013.0771,3,1055 ashbury st,1,1269167,6/11/2013,6/13/2013,40,0,,,BP Filed,E,EP Complete,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,Open,2013,2013,2013,,,Small
2013.0784,2,2177 3rd street (aka 590 19th stree,109,4045003,9/10/2013,,68,1,,,BP Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0799,2,39 san carlos street,3,3576018,6/14/2013,8/30/2013,45,1,8/19/2013,Approved,PL Approved,E,EP Complete,77,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.0809,1,1001 chestnut st,1,0069020,6/18/2013,,40,0,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.0817,2,546 34th av,1,1511034,6/18/2013,5/13/2014,40,0,,,PL Filed,D,Approved,329,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.0826,3,363 21st av,2,1453013,6/19/2013,4/2/2014,40,0,,Approved,BP Filed,D,Approved,287,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.0846,1,146 - 148 jasper place,2,0103021,6/24/2013,,40,0,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2014.0754,1,746 carolina st,1,#N/A,5/15/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2013.0901,3,1681 fulton st,2,1185026,7/6/2013,8/17/2013,40,0,,,BP Filed,E,EP Interim,42,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,2013,,,Small
2007.0963,1,762 27th av,1,1618007,8/23/2007,3/24/2010,40,0,,Withdrawn,PL Approved,D,Withdrawn,944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2007,2007,2010,,,Small
2013.0973,4,150 van ness av,429,0814001,10/25/2013,,120,1,,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,3,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.0975,1,888 tennessee st,110,#N/A,12/3/2013,,#N/A,#N/A,10/16/2013,Approved,PL Approved,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Open,2013,2013,,Open,Still active EE,Large
2013.0978,2,680 spruce st,1,1066030,7/24/2013,1/2/2014,40,0,,,BP Filed,E,EP Complete,162,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.0986,3,1140 folsom street,128,3730015,10/16/2013,,50,1,10/4/2013,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.1005,2,22 franklin st,28,#N/A,1/2/2014,,#N/A,#N/A,,,0,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Medium
2013.1049,4,950 market st,316,0342001,11/19/2013,,120,0,,,PL Filed,V,No Action/Open,-1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,3,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.1068,1,49 moss street,1,3731119,8/8/2013,6/6/2014,45,1,6/6/2014,Approved,BP Filed,V,Approved,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.1070,1,1911-1915 quesada ave,2,5336048,8/8/2013,,40,0,,Cancelled,PL Filed,E,No Action/Open,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.1084,1,1421 hudson ave,1,5258026,8/8/2013,9/19/2013,40,0,,,BP Filed,E,EP Complete,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.1085,1,1411 hudson ave,1,5258027,8/8/2013,9/19/2013,40,0,,,BP Filed,E,EP Complete,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.1109,2,2146 3rd st,6,#N/A,1/10/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Small
2013.1177,3,2601 van ness ave,27,0522002A,8/22/2013,5/13/2014,65,0,5/13/2014,Approved,PL Filed,V,Approved,264,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Medium
2013.1179,1,1700 market st,42,#N/A,1/2/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Medium
2013.1182,1,3178 - 3186 mission st & 1663 valen,3,6574013,8/23/2013,3/5/2014,50,0,10/7/2013,Approved,PL Approved,E,EP Complete,194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.1224,1,807 franklin st,50,0744002,4/8/2014,,80,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Large
2013.1262,2,412 hearst av,1,3116007,8/29/2013,12/5/2013,40,0,,,BP Filed,E,EP Complete,98,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2013,2013,2013,,,Small
2013.1281,2,1335 -1339 folsom st,65,3519063,12/3/2013,,50,1,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Large
2013.1305,1,1532 howard st,15,#N/A,11/19/2013,,#N/A,#N/A,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Medium
2013.1330,1,1900 mission street,9,#N/A,2/11/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Small
2013.1339,1,645 valencia st,9,#N/A,1/30/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Small
2009.0522,2,762 27th av,1,1618007,6/11/2009,12/10/2009,40,0,,CEQA,PL Approved,E,EP Interim,182,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2013.1375,2,115 telegraph hill blv,3,0105065,8/8/2013,5/9/2014,40,0,,,PL Filed,E,EP Complete,274,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,Open,2013,2013,2014,,,Small
2013.1383,2,3516 & 3526 folsom st,2,5626013,9/25/2013,3/26/2014,40,0,,,BP Filed,E,EP Complete,182,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2013,2013,2014,,,Small
2013.1410,1,200 bright st,1,7091025,10/4/2013,,40,0,,,PL Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.1512,2,333 pennsylvania avenue,2,4040025,10/17/2013,3/13/2014,40,1,1/24/2014,Cancelled,BP REINSTATED,E,EP Complete,147,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2013,2013,2014,Cancelled,"E finished, Cancelled under C",Small
2013.1521,2,22-24 ord ct,2,2619067,10/18/2013,,40,0,,,BP Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
