"","Case.Numbers","Total.Records.by.Case","Project.Name","Net.Units","Block.Lot","Min.Filed","Max.Action","Allowed.Height","Plan.Area","Case.Decision.Date","Case.Decision","Q4.Report.Status","Last.Planning.Suffix","Last.Planning.Action","Days","ER.Complete","ER.Interim","ER.Open","C","V","X","D","BP","R","Total","Diff","Multiple","Cancelled.Planning","Cancelled.BP","In.Current.Planning","BP.Reinstated","BP.Issued","Occupancy.Permit","Planning.Approved","Case...in.Q4.Report","Blocklot.in.Q4.Report","In.Q4.Report","Missing.Data","Case.Year","Filing.Year","Action.Year","Notes","More","Manual.Exclusion","QC.Check.Against.Quarterly","Possible.False.Negative","Reason","Should.Be","Possible.False.Positive","Overriden.Date","unitgrp","hgrp1","hgrp2","M","ydiff","unitgrp2"
"569",2007.0981,3,"953 treat av",4,"3639028","8/22/07 0:00","6/16/08 0:00",40,"TRUE","","CEQA","0","V","Approved",299,1,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"570",2005.0762,3,"245 hyde st",65,"336017","8/15/05 0:00","6/12/08 0:00",80,"FALSE","4/10/08","Approved","0","V","Approved",1032,0,1,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",3,"1"
"571",2008.0382,2,"104 bache st",2,"5826002","3/27/08 0:00","6/12/08 0:00",40,"FALSE","6/12/08","","BP ISSUED","V","Approved",77,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"573",2007.1344,2,"1949 oak st",3,"1226028","11/20/07 0:00","5/30/08 0:00",40,"FALSE","5/30/08","Approved","0","V","Approved",192,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"574",2008.0271,1,"536 40th av",1,"1505027","3/6/08 0:00","5/29/08 0:00",40,"FALSE","5/29/08","Approved","BP ISSUED","D","Approved",84,0,0,0,"FALSE","FALSE","FALSE","TRUE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"575",2004.0113,1,"520 balboa st",2,"1549021","2/3/04 0:00","5/22/08 0:00",40,"FALSE","5/22/08","Cancelled","0","C","Approved",1570,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,2004,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",4,"0"
"576",2005.0298,4,"1285 sutter st",120,"691008","3/25/05 0:00","5/15/08 0:00",130,"FALSE","5/15/08","Approved","0","C","Approved",1147,0,1,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",4,0,0,0,0,0,0,0,2,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"3","2","3","FALSE",3,"1"
"577",2006.1227,2,"5735- 5743 mission st",16,"6473038","10/5/06 0:00","5/15/08 0:00",40,"FALSE","5/15/08","Approved","0","C","Approved",588,1,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"578",2007.0113,2,"1 stanyan street",14,"1084001B","1/30/07 0:00","5/15/08 0:00",40,"FALSE","3/18/08","Approved","BP Filed","E","ER Interim",471,0,1,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2008,"","",NA,0,1,"E Record Unclear","Approved",NA,NA,"2","1","1","FALSE",1,"1"
"579",2007.0024,2,"1074 guerrero st",3,"3632009","1/4/07 0:00","5/8/08 0:00",40,"FALSE","5/8/08","Approved","0","V","Approved",490,1,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"580",2007.0026,2,"1074 guerrero",3,"3632009","1/4/07 0:00","5/8/08 0:00",40,"FALSE","5/8/08","Approved","0","V","Approved",490,1,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"581",2007.0025,3,"155 ames st",3,"3632010","1/4/07 0:00","5/8/08 0:00",40,"FALSE","5/8/08","Approved","0","V","Approved",490,1,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2008,"Complete, from what I can tell","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"582",2006.081,3,"1004 mississippi st",28,"4224015","6/29/06 0:00","4/17/08 0:00",40,"TRUE","","Approved","BP APPROVED","C","Approved",658,1,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,0,1,0,1,1,0,2006,2006,2008,"Exists as another case, appears the blocklot is wrong","2009.0024 in Q4, 0527002 block lot listed in Q4, blocklot here is the merged blocklot of 2 others",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"583",2008.0023,1,"461 29th st",1,"6631033","1/8/08 0:00","4/7/08 0:00",40,"FALSE","","Approved","BP Filed","E","ER Complete",90,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2008,"Complete, BP Complete not showing up in my data, but reflected in PIM","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"584",2007.0179,1,"536 40th av",1,"1505027","7/10/07 0:00","3/19/08 0:00",40,"FALSE","5/1/08","Approved","BP ISSUED","C","Interim",253,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,0,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",1,"0"
"585",2008.0203,1,"102 teddy av",2,"6208002","2/21/08 0:00","3/18/08 0:00",40,"FALSE","","Approved","0","E","ER Complete",26,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"587",2006.0799,3,"261 octavia st",15,"839029","5/18/06 0:00","3/13/08 0:00",50,"TRUE","3/13/08","Approved","0","C","Approved",665,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2008,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"588",2007.147,2,"248 ocean avenue",4,"3211009","12/27/07 0:00","3/7/08 0:00",40,"FALSE","5/15/08","Approved","0","E","ER Complete",71,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"589",2007.0816,1,"894 folsom st",1,"3733028","7/27/07 0:00","2/26/08 0:00",85,"TRUE","","Approved","0","E","ER Complete",214,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","2","2","FALSE",1,"0"
"590",2005.049,3,"3500 19th st",17,"3588012","5/20/05 0:00","2/21/08 0:00",55,"TRUE","2/21/08","Approved","0","C","Approved",1007,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",3,"1"
"591",2007.1252,1,"371 06th av",1,"1438015","10/30/07 0:00","2/19/08 0:00",40,"FALSE","2/19/08","Approved","0","V","Approved",112,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","TRUE",1,"0"
"592",2004.0914,2,"793 south van ness av",22,"3591024","9/13/04 0:00","2/14/08 0:00",55,"TRUE","","CEQA","PL Filed","C","Approved",1249,0,1,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2004,2004,2008,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",4,"1"
"594",2007.1066,2,"3968 26th st",1,"6552017","9/13/07 0:00","2/1/08 0:00",40,"FALSE","2/1/08","Approved","0","V","Approved",141,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"595",2007.0926,1,"455 bartlett st",1,"6529015A","8/16/07 0:00","1/23/08 0:00",45,"TRUE","1/23/08","Approved","0","V","Approved",160,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"596",2008.0079,1,"806 42nd av",1,"1684004L","1/16/08 0:00","1/18/08 0:00",40,"FALSE","","Approved","0","E","ER Complete",2,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"597",2004.0773,3,"55 laguna street",450,"857001","8/4/04 0:00","1/17/08 0:00",40,"TRUE","3/4/08","","0","C","Approved",1261,0,2,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,2,0,1,0,2004,2004,2008,"This became case 2012.0033","",NA,0,NA,"","",NA,NA,"3","1","1","FALSE",4,"1"
"598",2006.1525,4,"2829 california street",12,"1028003","12/21/06 0:00","1/17/08 0:00",40,"FALSE","1/17/08","Approved","0","C","Approved",392,1,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2008,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"599",2006.0674,1,"636 plymouth avenue",5,"7067014","5/25/06 0:00","1/11/08 0:00",40,"FALSE","","Approved","0","E","ER Complete",596,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"600",2007.0242,3,"875 post st",4,"303014","3/7/07 0:00","1/10/08 0:00",80,"FALSE","1/10/08","CEQA","BP ISSUED","V","Approved",309,1,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","2","2","FALSE",1,"0"
"601",2006.0997,2,"1864 8th avenue",1,"2044003A","8/22/06","1/10/08 0:00",40,"FALSE","7/17/07","Approved","0","C","Approved",506,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2008,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",2,"0"
"602",2007.1127,2,"2914 folsom st",1,"6525003","9/28/07 0:00","1/4/08 0:00",40,"TRUE","","","0","V","Approved",98,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"604",2007.0763,1,"2156 bush st",1,"660013","7/24/07 0:00","12/12/07 0:00",40,"FALSE","4/7/08","Approved","0","V","Approved",141,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"605",2006.1504,1,"879 arguello bl",1,"1644011","12/13/06 0:00","12/7/07 0:00",40,"FALSE","12/7/07","Approved","0","V","Approved",359,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"609",2007.1351,1,"83 panorama dr",1,"2822010","11/21/07 0:00","11/21/07 0:00",40,"FALSE","","Approved","0","E","ER Complete",0,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"610",2007.1336,1,"633 27th av",1,"1570003A","11/19/07 0:00","11/21/07 0:00",40,"FALSE","","CEQA","0","E","ER Complete",2,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"611",2007.1043,2,"2857 22nd st",1,"4148001A","9/11/07 0:00","11/19/07 0:00",40,"TRUE","11/19/07","Approved","0","V","Approved",69,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"612",2006.1111,2,"2175 bayshore bl",4,"5066B003","5/4/07","11/9/07 0:00",40,"FALSE","9/12/06","Approved","BP APPROVED","V","Approved",189,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,1,2006,2007,2007,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",0,"0"
"613",2006.0056,3,"317 cortland av",2,"5667015","1/12/06 0:00","11/8/07 0:00",40,"FALSE","","Approved","0","C","Approved",665,1,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2007,"Missing but shouldn't be, Net units lower than noted here by 3 ","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"614",2007.0875,1,"145 girard st",1,"5925024","8/9/07 0:00","10/31/07 0:00",40,"FALSE","10/31/07","Approved","0","V","Approved",83,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"615",2007.0683,1,"2976 24th st",1,"4206039","7/5/07 0:00","10/25/07 0:00",55,"TRUE","10/25/07","Approved","0","C","Approved",112,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"618",2007.0724,2,"27 carver st",1,"5632016","7/19/07 0:00","10/19/07 0:00",40,"FALSE","10/19/07","Approved","0","V","Approved",92,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"619",2007.0314,1,"485 elizabeth st",1,"3654024","3/14/07 0:00","10/19/07 0:00",40,"FALSE","","Approved","0","E","ER Complete",219,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"621",2007.1162,2,"2395 diamond st",1,"7551033","10/10/07 0:00","10/16/07 0:00",40,"FALSE","","CEQA","BP Filed","E","ER Complete",6,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"623",2007.1126,1,"5800 03rd st",355,"5431A001","9/28/07 0:00","10/12/07 0:00",65,"FALSE","10/27/09","Approved","BP ISSUED","E","ER Complete",14,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",0,"1"
"624",2005.0952,1,"87 ford st",1,"3581035","10/7/05","10/12/07 0:00",40,"FALSE","3/28/07","Approved","0","E","ER Complete",735,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2007,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",2,"0"
"625",2007.1154,1,"4409-4411 cabrillo st",2,"1688001A","10/10/07 0:00","10/10/07 0:00",40,"FALSE","","CEQA","BP Filed","E","ER Complete",0,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"629",2006.0892,6,"2145 geneva avenue",2,"6323008H","7/27/06 0:00","9/27/07 0:00",40,"FALSE","9/27/07","Approved","0","C","Approved",427,1,0,0,"TRUE","TRUE","FALSE","FALSE",3,"FALSE",6,0,0,0,0,0,0,3,0,1,0,0,0,0,2006,2006,2007,"Protested, successfully appealed","http://sf.curbed.com/archives/2009/03/19/banished_pending_further_study_110_the_embarcadero.php",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"630",2007.042,2,"3119 harrison st",2,"5504001H","4/26/07 0:00","9/26/07 0:00",40,"FALSE","9/26/07","Approved","CONSTRUCTION","V","Approved",153,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"632",2006.0107,2,"300 - 380  randolph st",18,"7088051","1/26/06 0:00","9/20/07 0:00",40,"FALSE","1/30/08","Approved","BP APPROVED","C","Approved",602,1,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,1,1,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",1,"1"
"634",2007.0984,1,"85 brosnan st",3,"3533165","8/20/07 0:00","9/11/07 0:00",40,"TRUE","","CEQA","BP REINSTATED","E","ER Complete",22,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"635",2007.0983,4,"1140 potrero av",1,"4211009","8/17/07 0:00","8/31/07 0:00",55,"TRUE","","CEQA","0","E","ER Complete",14,1,0,0,"FALSE","FALSE","FALSE","FALSE",3,"FALSE",4,0,0,0,1,0,0,1,1,1,0,0,0,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"638",2006.0248,1,"1485 van dyke av",1,"4829011","8/22/06 0:00","8/16/07 0:00",40,"FALSE","","Approved","0","E","ER Complete",359,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"642",2007.0218,2,"1840 lombard st",1,"494009","3/6/07 0:00","7/26/07 0:00",40,"FALSE","7/26/07","Approved","0","V","Approved",142,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"643",2007.0713,2,"1030-38 mississippi st",4,"4224017","7/17/07 0:00","7/25/07 0:00",40,"TRUE","","CEQA","BP APPROVED","E","ER Complete",8,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,1,0,1,0,2007,2007,2007,"Unclear, looks as if this is complete?","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"649",2006.108,3,"1029 natoma street",3,"3511055","9/7/06 0:00","6/22/07 0:00",50,"FALSE","6/14/07","Approved","PL Approved","V","Approved",288,0,0,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,0,1,1,1,1,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"650",2006.1303,1,"77 oakwood st",1,"3587059","10/24/06","6/21/07 0:00",40,"FALSE","6/21/07","Approved","0","C","Approved",240,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2007,"","",NA,1,NA,"","",NA,1,"1","1","1","FALSE",1,"0"
"651",2007.0593,2,"170-180 yukon street",2,"2716056","6/18/07 0:00","6/18/07 0:00",40,"FALSE","","CEQA","0","E","ER Complete",0,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"652",2003.1287,5,"200 dolores street",13,"3557063","12/17/03 0:00","6/16/07 0:00",40,"TRUE","6/23/10","Approved","0","E","ER Interim",1277,0,1,0,"FALSE","FALSE","FALSE","FALSE",4,"FALSE",5,0,0,0,0,0,0,1,2,1,0,0,0,0,2003,2003,2007,"","",NA,0,0,"","",NA,NA,"2","1","1","FALSE",4,"1"
"654",2006.1079,1,"440 29th st",1,"6620014","8/31/06 0:00","6/14/07 0:00",40,"FALSE","","Approved","BP ISSUED","E","ER Complete",287,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"656",2007.0178,6,"2350 19th av",10,"2347004G","2/16/07 0:00","6/14/07 0:00",40,"FALSE","","Approved","BP APPROVED","E","ER Interim",118,0,1,0,"FALSE","FALSE","FALSE","FALSE",5,"FALSE",6,0,0,0,5,0,0,0,0,1,1,1,1,0,2007,2007,2007,"","",NA,0,1,"E Record Unclear","Approved",NA,NA,"2","1","1","FALSE",0,"1"
"659",2004.0588,3,"255 07th st",46,"3731126","6/23/04 0:00","6/7/07 0:00",40,"TRUE","6/7/07","Approved","0","C","Approved",1079,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2004,2004,2007,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",3,"1"
"660",2004.0073,2,"2632 cabrillo st",2,"1617018","1/23/04 0:00","6/7/07 0:00",40,"FALSE","6/7/07","Disapproved","0","D","Approved",1231,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",2,0,0,0,1,0,0,0,0,1,0,0,0,0,2004,2004,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",3,"0"
"673",2007.0537,1,"458 leland av",1,"6244073","6/7/07 0:00","6/7/07 0:00",40,"FALSE","","CEQA","0","E","ER Complete",0,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"674",2004.089,3,"1868 van ness av",35,"619012","9/2/04","6/7/07 0:00",80,"FALSE","6/7/07","Approved","0","C","Approved",1008,0,0,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,1,0,1,0,0,0,0,2004,2004,2007,"","",NA,0,NA,"","",NA,1,"2","2","2","FALSE",3,"1"
"677",2007.0499,2,"1216 treat av",2,"6524004","5/25/07 0:00","5/31/07 0:00",40,"TRUE","","CEQA","0","E","ER Complete",6,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"679",2006.0208,1,"4722 mission st",7,"6955014","2/9/06 0:00","5/24/07 0:00",65,"FALSE","10/23/06","Approved","0","C","Approved",469,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2007,"","",NA,1,NA,"","",NA,NA,"1","2","1","FALSE",1,"0"
"680",2005.0633,4,"113 pixley st",1,"516007","7/1/05","5/24/07 0:00",40,"FALSE","5/24/07","Approved","0","D","Approved",692,0,0,0,"FALSE","FALSE","FALSE","TRUE",0,"FALSE",4,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2007,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",2,"0"
"681",2006.1279,2,"1290 chestnut st",4,"478011","10/17/06 0:00","5/11/07 0:00",40,"FALSE","5/11/07","Approved","0","V","Approved",206,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"684",2005.0937,2,"736 valencia st",8,"3588005","9/29/05 0:00","4/19/07 0:00",50,"TRUE","4/19/07","Approved","0","D","Approved",567,1,0,0,"FALSE","FALSE","FALSE","TRUE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"685",2006.0389,2,"365 douglass st",1,"2699031","3/15/06 0:00","4/19/07 0:00",40,"FALSE","4/19/07","Approved","0","D","Approved",400,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"686",2006.1512,2,"2308 buchanan st",1,"614013","12/19/06 0:00","4/13/07 0:00",40,"FALSE","4/13/07","Approved","0","V","Approved",115,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2007,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"688",2006.0374,2,"3575 keith street",7,"5476016","3/13/06 0:00","4/5/07 0:00",40,"FALSE","","Approved","0","E","ER Complete",388,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2007,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
