"","Case.Numbers","Total.Records.by.Case","Project.Name","Net.Units","Block.Lot","Min.Filed","Max.Action","Allowed.Height","Plan.Area","Case.Decision.Date","Case.Decision","Q4.Report.Status","Last.Planning.Suffix","Last.Planning.Action","Days","ER.Complete","ER.Interim","ER.Open","C","V","X","D","BP","R","Total","Diff","Multiple","Cancelled.Planning","Cancelled.BP","In.Current.Planning","BP.Reinstated","BP.Issued","Occupancy.Permit","Planning.Approved","Case...in.Q4.Report","Blocklot.in.Q4.Report","In.Q4.Report","Missing.Data","Case.Year","Filing.Year","Action.Year","Notes","More","Manual.Exclusion","QC.Check.Against.Quarterly","Possible.False.Negative","Reason","Should.Be","Possible.False.Positive","Overriden.Date","unitgrp","hgrp1","hgrp2","M","ydiff","unitgrp2"
"201",2011.058,3,"1650 chestnut st",2,"482014","6/6/11 0:00","12/14/11 0:00",40,"FALSE","12/14/11","Approved","0","V","Approved",191,1,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"202",2011.0665,1,"680 douglass street",1,"2802006","6/23/11 0:00","12/13/11 0:00",40,"FALSE","12/13/11","Approved","0","V","Approved",173,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,2011,2011,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"203",2010.0367,5,"60 - 62 peralta street (sidewalk en",4,"5512029","5/13/10 0:00","12/12/11 0:00",40,"FALSE","9/22/11","Approved","CONSTRUCTION","R","Approved",578,1,0,0,"FALSE","TRUE","FALSE","TRUE",0,"TRUE",5,0,0,1,0,0,0,0,0,1,2,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"207",2010.0275,3,"935 folsom st",13,"3722027","4/19/10 0:00","11/10/11 0:00",500,"TRUE","1/24/12","Approved","PL Approved","R","Approved",570,0,1,1,"FALSE","FALSE","FALSE","FALSE",0,"TRUE",3,0,1,0,0,0,0,0,0,1,0,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"2","2","3","TRUE",1,"1"
"209",2011.0221,1,"551 22nd av",1,"1565006A","3/7/11 0:00","10/27/11 0:00",40,"FALSE","4/5/12","Approved","BP ISSUED","E","ER Complete",234,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"210",2010.0094,3,"740 illinois st and 2121 third st",70,"4045002","2/12/10 0:00","10/26/11 0:00",68,"TRUE","","Approved","CONSTRUCTION","X","Approved",621,1,0,0,"FALSE","FALSE","TRUE","FALSE",1,"FALSE",3,0,0,0,0,0,0,1,0,1,1,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",1,"1"
"211",2011.0094,2,"1754 clay st",94,"619009","2/1/11 0:00","10/20/11 0:00",80,"FALSE","10/20/11","Approved","PL Approved","C","Approved",261,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",0,"1"
"212",2011.0717,1,"1123 folsom st",2,"3755101","7/7/11 0:00","10/19/11 0:00",50,"TRUE","10/19/11","Approved","0","V","Approved",104,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,2011,2011,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"215",2008.1395,3,"1501 - 1515 15th street",40,"3553054","12/20/08 0:00","10/6/11 0:00",58,"TRUE","10/15/13","Approved","CONSTRUCTION","X","Approved",1020,0,0,0,"FALSE","FALSE","TRUE","FALSE",2,"FALSE",3,0,0,0,0,0,0,2,0,1,1,1,1,0,2008,2008,2011,"","",NA,0,NA,"","",NA,1,"2","1","1","FALSE",3,"1"
"217",2004.0339,4,"1800 van ness ave.",62,"619009","6/1/04 0:00","10/3/11 0:00",80,"FALSE","1/25/07","Approved","PL Approved","E","ER Complete",2680,1,0,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",4,0,0,0,0,0,0,1,0,1,0,1,1,0,2004,2004,2011,"","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",7,"1"
"219",2010.0479,3,"1456 chestnut street",2,"0480003E","6/21/10 0:00","9/23/11 0:00",40,"FALSE","6/20/12","Approved","PL Approved","D","Approved",459,1,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,1,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"220",2011.0484,2,"226 - 228 haight st",1,"851012","5/10/11 0:00","9/23/11 0:00",40,"TRUE","9/23/11","Approved","PL Approved","V","Approved",136,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,1,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"223",2011.0541,2,"3020 laguna st",1,"519029","5/24/11 0:00","9/15/11 0:00",40,"FALSE","9/15/11","Approved","CONSTRUCTION","V","Approved",114,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,1,0,0,0,0,1,0,1,0,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"224",2010.0723,2,"2851 filbert st",1,"948018","8/23/10 0:00","9/2/11 0:00",40,"FALSE","","","PL Filed","E","ER Complete",375,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"225",2007.0966,1,"1600 market st",24,"854001","7/10/07 0:00","8/31/11 0:00",85,"TRUE","8/31/11","Approved","CONSTRUCTION","V","Approved",1513,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2011,"","",NA,0,NA,"","",NA,1,"2","2","2","TRUE",4,"1"
"228",2011.0762,1,"4324 anza st",1,"1510022","7/20/11 0:00","8/22/11 0:00",40,"FALSE","","","CONSTRUCTION","E","ER Complete",33,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"230",2011.0763,1,"436 moraga st",1,"1933024","7/20/11 0:00","8/22/11 0:00",40,"FALSE","","","PL Filed","E","ER Complete",33,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"232",2009.0514,1,"639 natoma st",1,"3727035","6/11/09 0:00","8/11/11 0:00",40,"TRUE","","","CONSTRUCTION","E","ER Complete",791,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"233",2011.0102,2,"283 granada avenue",1,"6941002","2/3/11 0:00","8/10/11 0:00",40,"TRUE","8/10/11","Approved","0","V","Approved",188,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"234",2011.0237,1,"435 duboce avenue",1,"3537087","3/10/11 0:00","8/10/11 0:00",40,"TRUE","6/29/12","Approved","PL Approved","V","Approved",153,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2011,2011,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"235",2011.0164,1,"722 diamond street",1,"2830004","2/17/11 0:00","8/10/11 0:00",40,"FALSE","8/10/11","Approved","0","V","Approved",174,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,2011,2011,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"236",2003.0527,4,"1000 16th street",450,"3833001","5/9/03 0:00","7/28/11 0:00",68,"TRUE","7/13/12","Approved","PL APPROVED","X","Approved",3002,0,2,0,"FALSE","FALSE","TRUE","FALSE",1,"FALSE",4,0,0,0,0,0,0,1,0,1,2,1,1,0,2003,2003,2011,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",8,"1"
"237",2010.0577,4,"309 - 311 eureka street",2,"2750035","7/8/10 0:00","7/28/11 0:00",40,"FALSE","7/28/11","Approved","CONSTRUCTION","D","Approved",385,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",4,0,0,1,0,0,0,1,0,1,0,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
